COUNTRY_NAME_AR,MISSION_NAME_AR,STATION_NAME,STATION_ADDRESS,ROOM_SEQ,STATION_ROOM
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Charbel Parish,"245 Donald St., Ottawa, ON, K1K 1N1",25,St. Charbel Parish - غرفة رقم 2
الجمهورية العربية السورية,"سفارة لبنان لدى الجمهورية العربية السورية, دمشق",السفارة اللبنانية في دمشق,مبنى السفارة اللبنانية في دمشق- منطقة المزة -فيلات غربية-شارع الخساء- طابق أرضي.,3,السفارة اللبنانية في دمشق - غرفة رقم 3
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, ديترويت",Maronite Church,"Maronite Church 950 Ngrace St,Lombard Il 60148 Ph:6309329640",30,Maronite Church - غرفة رقم 1
دولة قطر,"سفارة لبنان لدى دولة قطر, الدوحة",المدرسة اللبنانية في قطر,مبنى المدرسة اللبنانية - قطر- الدوحة - عنيزة رقم 63 - شارع الأمم المتحدة رقم 940 مبنى رقم 59,3,المدرسة اللبنانية في قطر - غرفة رقم 3
مملكة بلجيكا,"سفارة لبنان لدى مملكة بلجيكا, بروكسل",Ecole Communale de Saint Job,"Rue Jean Benaets 74, 1180 Uccle, Bruxelles",5,Ecole Communale de Saint Job - غرفة رقم 5
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",The Cedars Center,"65 Rockwood Street, Jamaica Plain, MA 02130",71,The Cedars Center - غرفة رقم 9
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",39,Centre Melkite de Montréal - غرفة رقم 4
سلطنة عمان,"سفارة لبنان لدى سلطنة عمان, مسقط",المدرسة العُمانية العالميةInternational School of Oman- ISO,مبنى المدرسة العمانية العالمية- مسقط- بوشر- شارع المها- قرب مركز بوشر الصحي، رقم المبنى 1/21,1,المدرسة العُمانية العالميةInternational School of Oman- ISO - غرفة رقم 1
دولة قطر,"سفارة لبنان لدى دولة قطر, الدوحة",المدرسة اللبنانية في قطر,مبنى المدرسة اللبنانية - قطر- الدوحة - عنيزة رقم 63 - شارع الأمم المتحدة رقم 940 مبنى رقم 59,1,المدرسة اللبنانية في قطر - غرفة رقم 1
كندا,"سفارة لبنان لدى كندا, اوتاوا",Mother Theresa Syro Malabar Church,"3311 49 Street SW, Calgary, AB, T3E 6M6",19,Mother Theresa Syro Malabar Church - غرفة رقم 1
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن",Our Lady-Lebanon Catholic Church,"Our Lady-Lebanon Catholic Church 2055 Coral Way, Miami, FL 33145",18,Our Lady-Lebanon Catholic Church - غرفة رقم 1
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن",Embassy of Lebanon,"Embassy Residence- 2841 McGill Terrace NW, Washington, DC, 20008",5,Embassy of Lebanon - غرفة رقم 4
كندا,"سفارة لبنان لدى كندا, اوتاوا",St Charbel Antonin Maronite Catholic Church,"5700 Outer Dr., Windsor, ON, N9A 6J3",22,St Charbel Antonin Maronite Catholic Church - غرفة رقم 2
دولة الإمارات العربية المتحدة,"سفارة لبنان لدى دولة الإمارات العربية المتحدة, ابو ظبي",السفارة اللبنانية في أبو ظبي,مبنى السفارة اللبنانية في أبو ظبي- شارع رشيد بن سعيد المكتوم - منطقة السفارات-صندوق بريد 4023,2,السفارة اللبنانية في أبو ظبي - غرفة رقم 2
المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",British Community Centre,"British Community Centre, Brighton Grove, Birch-in-Rusholme, Manchester, M14 5JT",14,British Community Centre - غرفة رقم 1
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن",Austin Southpark Hotel,"Austin Southpark Hotel  4140 Governors Row, Austin, TX, 78744",1,Austin Southpark Hotel
كندا,"قنصلية لبنان لدى كندا, مونتريال",LEcole armenienne Sourp Hagop,"3400 Rue Nadon, Montreal, Quebec, H4J 1P6",60,LEcole armenienne Sourp Hagop - غرفة رقم 5
مملكة بلجيكا,"سفارة لبنان لدى مملكة بلجيكا, بروكسل",Ecole Communale de Saint Job,"Rue Jean Benaets 74, 1180 Uccle, Bruxelles",3,Ecole Communale de Saint Job - غرفة رقم 3
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",المركز الاسلامي اللبناني,Boulevard Loraine- Marcory- Abidjan - مبنى المركز الاسلامي اللبناني,15,المركز الاسلامي اللبناني - غرفة رقم 1
الجمهورية الفدرالية البرازيلية,"قنصلية لبنان العامة لدى الجمهورية الفدرالية البرازيلية, ساو باولو",مدرسة رودريغو ألفيس,مدرسة رودريغو ألفيس- جادة باوليستا 227 - ساوباولو,8,مدرسة رودريغو ألفيس - غرفة رقم 4
المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",British Community Centre,"British Community Centre, Brighton Grove, Birch-in-Rusholme, Manchester, M14 5JT",15,British Community Centre - غرفة رقم 2
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",HOUSE OF LEBANON,"4800 Wilshire Blvd., Los Angeles, Ca 90005",42,HOUSE OF LEBANON - غرفة رقم 3
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Charbel Parish,"245 Donald St., Ottawa, ON, K1K 1N1",26,St. Charbel Parish - غرفة رقم 3
ايرلندا,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",The Convention Centre Dublin,"The Convention Centre Dublin, Spencer Dock, N Wall Quay, North Wall, Dublin 1, D01 T1W6, Ireland",1,The Convention Centre Dublin
الجمهورية الإيطالية,"سفارة لبنان لدى الجمهورية الإيطالية, روما",السفارة اللبنانية في روما,"Embassy of Lebanon- Via glacomo carissimi,38 Roma 00198 Italia",1,السفارة اللبنانية في روما - غرفة رقم 1
مملكة البحرين,"سفارة لبنان لدى مملكة البحرين, المنامة",السفارة اللبنانية في مملكة البحرين,مبنى السفارة اللبنانية في البحيرن- فيلا 1556- شارع 5647- البرهامة- الصالحية - القفول 356,1,السفارة اللبنانية في مملكة البحرين - غرفة رقم 1
دولة الإمارات العربية المتحدة,"قنصلية لبنان العامة في دولة الإمارات العربية المتحدة, دبي",مركز انتخابي 1 - قنصلية لبنان العامة في دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,16,مركز انتخابي 1 - قنصلية لبنان العامة في دبي - غرفة رقم 1
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",كلية السلامة,40 Hector Street Chester Hill NSW 2162,19,كلية السلامة - غرفة رقم 7
المملكة العربية السعودية,"قنصلية لبنان العامة في المملكة العربية السعودية, جدة",القنصلية العامة في جدة,3767 مبنى القنصلية العامة في جدة- شارع إبراهيم العنقري- حي المحمدية- جدة 23617,24,القنصلية العامة في جدة - غرفة رقم 4
سلطنة عمان,"سفارة لبنان لدى سلطنة عمان, مسقط",المدرسة العُمانية العالميةInternational School of Oman- ISO,مبنى المدرسة العمانية العالمية- مسقط- بوشر- شارع المها- قرب مركز بوشر الصحي، رقم المبنى 1/21,3,المدرسة العُمانية العالميةInternational School of Oman- ISO - غرفة رقم 3
مالي,"سفارة لبنان لدى جمهورية ليبيريا, منروفيا",القنصلية اللبنانية الفخرية في مالي,"Lebanese Honorary Consulate- Bamako , Mali , Hippodrome , Rue 253 ,Porte 50",1,القنصلية اللبنانية الفخرية في مالي
دولة الكويت,"سفارة لبنان لدى دولة الكويت, الكويت",السفارة اللبنانية في الكويت,مبنى السفارة اللبنانية في الكويت - الدعية - منطقة السفارات - قطعة 5 - شارع اليمن - مبنى رقم 6,10,السفارة اللبنانية في الكويت - غرفة رقم 10
المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",القنصلية العامة في لندن,"15 Palace Garden Mews, London, W8 4RB - مبنى القنصلية العام",10,القنصلية العامة في لندن - غرفة رقم 6
دولة الكويت,"سفارة لبنان لدى دولة الكويت, الكويت",السفارة اللبنانية في الكويت,مبنى السفارة اللبنانية في الكويت - الدعية - منطقة السفارات - قطعة 5 - شارع اليمن - مبنى رقم 6,7,السفارة اللبنانية في الكويت - غرفة رقم 7
دولة قطر,"سفارة لبنان لدى دولة قطر, الدوحة",المدرسة اللبنانية في قطر,مبنى المدرسة اللبنانية - قطر- الدوحة - عنيزة رقم 63 - شارع الأمم المتحدة رقم 940 مبنى رقم 59,9,المدرسة اللبنانية في قطر - غرفة رقم 9
كندا,"قنصلية لبنان لدى كندا, مونتريال",LEcole armenienne Sourp Hagop,"3400 Rue Nadon, Montreal, Quebec, H4J 1P6",69,LEcole armenienne Sourp Hagop - غرفة رقم 14
بنين,"سفارة لبنان لدى جمهورية غانا, أكرا",Hotel Du Lac,Hotel Du Lac LOT 4050 ENANGNON (Cotonou),1,Hotel Du Lac
دولة الكويت,"سفارة لبنان لدى دولة الكويت, الكويت",السفارة اللبنانية في الكويت,مبنى السفارة اللبنانية في الكويت - الدعية - منطقة السفارات - قطعة 5 - شارع اليمن - مبنى رقم 6,14,السفارة اللبنانية في الكويت - غرفة رقم 14
كندا,"سفارة لبنان لدى كندا, اوتاوا",Canadian Druze Center,"14304 134 Ave NW, Edmonton, AB, T5L 5V8",13,Canadian Druze Center - غرفة رقم 2
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",المدرسة اللبنانية في كوت ديفوار,Rue du Docteur Calmette - Zone 4- Abidjan - مبنى المدرسة اللبنانية في كوت ديفوار,14,المدرسة اللبنانية في كوت ديفوار - غرفة رقم 4
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",40,Centre Melkite de Montréal - غرفة رقم 5
جمهورية غانا,"سفارة لبنان لدى جمهورية غانا, أكرا",السفارة اللبنانية في أكرا,"Embassy of Lebanon P.O. Box 562, Accra H/No. F864/1 Cantonment Road",1,السفارة اللبنانية في أكرا - غرفة رقم 1
كندا,"سفارة لبنان لدى كندا, اوتاوا",Armenian Community Center,"45 Hallcrown Pl, Toronto, ON, M2J 4Y4",3,Armenian Community Center - غرفة رقم 3
الجمهورية الإسلامية الإيرانية,"سفارة لبنان لدى الجمهورية الإسلامية الإيرانية, طهران",السفارة اللبنانية في طهران,مبنى السفارة اللبنانية في طهران- طهران شارع سبهبد قرني - شارع كلانتري رقم 71,1,السفارة اللبنانية في طهران - غرفة رقم 1
الكونغو,"سفارة لبنان لدى جمهورية الكونغو الديمقراطية, كنشاسا",فندق غاردينيا في برازفيل,"Hotel Gardenia. 50 rue docteur Curreaux, Centre ville-Brazzaville      (00242044712525 - 00242065156516)",2,فندق غاردينيا في برازفيل
الجمهورية الإيطالية,"قنصلية لبنان العامة في الجمهورية الإيطالية, ميلانو",Centro Anziani Ricordi,"Centro Anziani Ricordi- Via Ruggero Boscovich, 42",4,Centro Anziani Ricordi - غرفة رقم 2
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مدرسة مار مارون,"194 Wardell Road, Marrickville NSW 2204",35,مدرسة مار مارون - غرفة رقم 3
الجمهورية الإيطالية,"قنصلية لبنان العامة في الجمهورية الإيطالية, ميلانو",Centro Anziani Ricordi,"Centro Anziani Ricordi- Via Ruggero Boscovich, 42",5,Centro Anziani Ricordi - غرفة رقم 3
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",55,Centre Melkite de Montréal - غرفة رقم 20
الجمهورية الغابونية,"سفارة لبنان لدى الجمهورية الغابونية, ليبرفيل",السفارة اللبنانية في الغابون,Embassy of Lebanon- 1- Boulevard Triomphal Ali BONGO Ondimba B.P: 3341,1,السفارة اللبنانية في الغابون
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",دير ومدرسة مار شربل,142 Highclere Ave. Punchbowl NSW 2196,10,دير ومدرسة مار شربل - غرفة رقم 4
جمهورية فنزويلا البوليفارية,"سفارة لبنان لدى جمهورية فنزويلا البوليفارية, كراكاس",السفارة اللبنانية في  جمهورية فنزويلا البوليفارية,"Prolongacion Avenida Parima, Edificio Embajada del Libano, Colinas de Bello Monte, Distrito Capital 1080",1,السفارة اللبنانية في  جمهورية فنزويلا البوليفارية - غرفة رقم 1
دولة قطر,"سفارة لبنان لدى دولة قطر, الدوحة",المدرسة اللبنانية في قطر,مبنى المدرسة اللبنانية - قطر- الدوحة - عنيزة رقم 63 - شارع الأمم المتحدة رقم 940 مبنى رقم 59,17,المدرسة اللبنانية في قطر - غرفة رقم 17
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مدرسة مار مارون,"194 Wardell Road, Marrickville NSW 2204",34,مدرسة مار مارون - غرفة رقم 2
استراليا,"قنصلية لبنان العامة في استراليا, ملبورن",مدرسة الراهبات الانطونيات Antonine College,"130 harding Street Coburg, VIC 3058",55,مدرسة الراهبات الانطونيات Antonine College - غرفة رقم 4
المملكة العربية السعودية,"سفارة لبنان لدى المملكة العربية السعودية, الرياض",السفارة اللبنانية في الرياض,مبنى السفارة اللبنانية في الرياض-  حي السفارات - شارع ابي بكر الكرخى,3,السفارة اللبنانية في الرياض - غرفة رقم 3
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",Pashalian Hall,"221 East 27th street, New York, NY 10016",54,Pashalian Hall - غرفة رقم 3
مملكة بلجيكا,"سفارة لبنان لدى مملكة بلجيكا, بروكسل",Ecole Communale de Saint Job,"Rue Jean Benaets 74, 1180 Uccle, Bruxelles",8,Ecole Communale de Saint Job - غرفة رقم 8
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",معهد العائلة المقدسة,"23-25 Alice Street, Harris Park NSW 2150",48,معهد العائلة المقدسة - غرفة رقم 5
المملكة العربية السعودية,"قنصلية لبنان العامة في المملكة العربية السعودية, جدة",القنصلية العامة في جدة,3767 مبنى القنصلية العامة في جدة- شارع إبراهيم العنقري- حي المحمدية- جدة 23617,25,القنصلية العامة في جدة - غرفة رقم 5
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",دير ومدرسة مار شربل,142 Highclere Ave. Punchbowl NSW 2196,9,دير ومدرسة مار شربل - غرفة رقم 3
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مدرسة مار مارون,"194 Wardell Road, Marrickville NSW 2204",37,مدرسة مار مارون - غرفة رقم 5
استراليا,"قنصلية لبنان العامة في استراليا, ملبورن",مدرسة الراهبات الانطونيات Antonine College,"130 harding Street Coburg, VIC 3058",54,مدرسة الراهبات الانطونيات Antonine College - غرفة رقم 3
دولة الإمارات العربية المتحدة,مبنى دار السكن - بر دبي - ام هرير 1 شارع رقم 3,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,48,مركز انتخابي 2- دار السكن في قنصلية لبنان العامة دبي غرفة رقم 13
المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",القنصلية العامة في لندن,"15 Palace Garden Mews, London, W8 4RB - مبنى القنصلية العام",13,القنصلية العامة في لندن - غرفة رقم 9
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن",Lebanese Honorary Consulate - Birmingham,"Honorary Consulate - 2119 3rd Avenue N, 2nd Floor, Birmingham, AL 35203",17,Lebanese Honorary Consulate - Birmingham
الإتحاد السويسري,"سفارة لبنان لدى الإتحاد السويسري, برن",Ferme Sarasin,"Chemin Edouard-Sarasin 47, 1218 Le Grand-Saconnex",2,Ferme Sarasin - غرفة رقم 2
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مدرسة مار مارون,"194 Wardell Road, Marrickville NSW 2204",38,مدرسة مار مارون - غرفة رقم 6
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",كلية السلامة,40 Hector Street Chester Hill NSW 2162,15,كلية السلامة - غرفة رقم 3
كندا,"قنصلية لبنان لدى كندا, مونتريال",LEcole armenienne Sourp Hagop,"3400 Rue Nadon, Montreal, Quebec, H4J 1P6",74,LEcole armenienne Sourp Hagop - غرفة رقم 19
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",مطرانية الكاثوليك الملكيين,80 Waterloo Road Greenacre NSW 2190,41,مطرانية الكاثوليك الملكيين - غرفة رقم 3
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",Saint Maron Hall,"1013 Ellsworth Street, Philadelphia PA 19147",59,Saint Maron Hall - غرفة رقم 2
كندا,"سفارة لبنان لدى كندا, اوتاوا",Armenian Community Center,"45 Hallcrown Pl, Toronto, ON, M2J 4Y4",8,Armenian Community Center - غرفة رقم 8
الجمهورية الهيلانية,"سفارة لبنان لدى الجمهورية الهيلانية, اثينا",السفارة اللبنانية في أثينا,Embassy of Lebanon- KIFISIAS AVE. 290 & N.PARITSIS 2 15451 NEO PSYCHICO  3rd FLOOR,2,السفارة اللبنانية في أثينا - غرفة رقم 2
دولة الإمارات العربية المتحدة,"سفارة لبنان لدى دولة الإمارات العربية المتحدة, ابو ظبي",السفارة اللبنانية في أبو ظبي,مبنى السفارة اللبنانية في أبو ظبي- شارع رشيد بن سعيد المكتوم - منطقة السفارات-صندوق بريد 4023,11,السفارة اللبنانية في أبو ظبي - غرفة رقم 11
الدانمارك,"سفارة لبنان لدى مملكة السويد, ستوكهولم",HOLSTEBRO,"Asagarden 38A, 7500 Holstebro, DENMARK",2,HOLSTEBRO
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",المدرسة اللبنانية في كوت ديفوار,Rue du Docteur Calmette - Zone 4- Abidjan - مبنى المدرسة اللبنانية في كوت ديفوار,11,المدرسة اللبنانية في كوت ديفوار - غرفة رقم 1
الجمهورية الإسلامية الإيرانية,"سفارة لبنان لدى الجمهورية الإسلامية الإيرانية, طهران",السفارة اللبنانية في طهران,مبنى السفارة اللبنانية في طهران- طهران شارع سبهبد قرني - شارع كلانتري رقم 71,2,السفارة اللبنانية في طهران - غرفة رقم 2
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",Colorado St. Rafka Maronite Churc,"2301 Wadsworth Blvd., Lakewood, CO 80214",34,Colorado St. Rafka Maronite Churc
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",HOUSE OF LEBANON,"4800 Wilshire Blvd., Los Angeles, Ca 90005",43,HOUSE OF LEBANON - غرفة رقم 4
الإتحاد السويسري,"سفارة لبنان لدى الإتحاد السويسري, برن",Novotel Zurich City West Hotel,"Schiffbaustrasse 13, 8005 Zurich",5,Novotel Zurich City West Hotel - غرفة رقم 2
الدانمارك,"سفارة لبنان لدى مملكة السويد, ستوكهولم",CONFERENCE HALL,"Vibevej 25-27, 2400 Kobenhavn NV, Denmark",1,CONFERENCE HALL
كندا,"سفارة لبنان لدى كندا, اوتاوا",St Charbel Antonin Maronite Catholic Church,"5700 Outer Dr., Windsor, ON, N9A 6J3",23,St Charbel Antonin Maronite Catholic Church - غرفة رقم 3
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن",Our Lady-Lebanon Catholic Church,"Our Lady-Lebanon Catholic Church 2055 Coral Way, Miami, FL 33145",19,Our Lady-Lebanon Catholic Church - غرفة رقم 2
الجمهورية التركية,"قنصلية لبنان العامة في الجمهورية التركية, اسطنبول",Macka Mesleki ve Teknik Anadolu Lisesi,Harbiye Mah. Macka Cad. No :10 Sisli/Istanbul,2,Macka Mesleki ve Teknik Anadolu Lisesi - غرفة رقم 2
مملكة السويد,"سفارة لبنان لدى مملكة السويد, ستوكهولم",COLOSSEUM,"Masugnsvagen 28, 168 67 Bromma, Stockholm, Sweden",6,COLOSSEUM - غرفة رقم 3
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",49,Centre Melkite de Montréal - غرفة رقم 14
المملكة العربية السعودية,"سفارة لبنان لدى المملكة العربية السعودية, الرياض",السفارة اللبنانية في الرياض,مبنى السفارة اللبنانية في الرياض-  حي السفارات - شارع ابي بكر الكرخى,20,السفارة اللبنانية في الرياض - غرفة رقم 20
المملكة العربية السعودية,"سفارة لبنان لدى المملكة العربية السعودية, الرياض",السفارة اللبنانية في الرياض,مبنى السفارة اللبنانية في الرياض-  حي السفارات - شارع ابي بكر الكرخى,17,السفارة اللبنانية في الرياض - غرفة رقم 17
دولة الإمارات العربية المتحدة,"قنصلية لبنان العامة في دولة الإمارات العربية المتحدة, دبي",مركز انتخابي 1 - قنصلية لبنان العامة في دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,21,مركز انتخابي 1 - قنصلية لبنان العامة في دبي - غرفة رقم 6
المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية,"سفارة لبنان لدى المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية, لندن",Our Lady of Lourdes and Saint Vincent de Paul Church Hall,"Our Lady of Lourdes and Saint Vincent de Paul Church Hall337 Harrow Rd, Maida Hill, London, W9 3RB",2,Our Lady of Lourdes and Saint Vincent de Paul Church Hall - غرفة رقم 2
كندا,"قنصلية لبنان لدى كندا, مونتريال",LEcole armenienne Sourp Hagop,"3400 Rue Nadon, Montreal, Quebec, H4J 1P6",67,LEcole armenienne Sourp Hagop - غرفة رقم 12
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",Orange The Islamic Center Anaheim,"1136 N. Brookhurst St. Anaheim, Ca 92801",46,Orange The Islamic Center Anaheim - غرفة رقم 2
جمهورية سيراليون,"سفارة لبنان لدى جمهورية سيراليون, فريتاون",السفارة اللبنانية في سيراليون,"Embassy of Lebanon- 55, Spur road, Freetown - Sierra Leone, West Africa",2,السفارة اللبنانية في سيراليون - غرفة رقم 2
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",San Diego St Ephrem Maronite Catholic Church,"750 Medford Street El Cajon,  Ca 92020",48,San Diego St Ephrem Maronite Catholic Church
رومانيا,"سفارة لبنان لدى رومانيا, بوخارست",السفارة اللبنانية في بوخارست,"18, Pitar Mos street, District 1, Bucharest - مبنى السفارة اللبنانية",1,السفارة اللبنانية في بوخارست - غرفة رقم 1
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن","Houston, TX","Hilton Houston Post Oak by the Galleria-2001 Post Oak Boulevard I Houston, TX 77056",7,"Houston, TX - غرفة رقم 1"
كندا,"قنصلية لبنان لدى كندا, مونتريال",LEcole armenienne Sourp Hagop,"3400 Rue Nadon, Montreal, Quebec, H4J 1P6",72,LEcole armenienne Sourp Hagop - غرفة رقم 17
جمهورية فنزويلا البوليفارية,"سفارة لبنان لدى جمهورية فنزويلا البوليفارية, كراكاس",السفارة اللبنانية في  جمهورية فنزويلا البوليفارية,"Prolongacion Avenida Parima, Edificio Embajada del Libano, Colinas de Bello Monte, Distrito Capital 1080",3,السفارة اللبنانية في  جمهورية فنزويلا البوليفارية - غرفة رقم 3
استراليا,"قنصلية لبنان العامة في استراليا, ملبورن",مدرسة الراهبات الانطونيات Antonine College,"130 harding Street Coburg, VIC 3058",53,مدرسة الراهبات الانطونيات Antonine College - غرفة رقم 2
كندا,"سفارة لبنان لدى كندا, اوتاوا",Evergreen Cultural Center,"1205 Pinetree Way, Coquitlam, BC, V3B 7Y3",17,Evergreen Cultural Center - غرفة رقم 2
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",46,Centre Melkite de Montréal - غرفة رقم 11
جمهورية قبرص,"سفارة لبنان لدى جمهورية قبرص, نيقوزيا",St Raphael Resort Limassol,"Amathountos Avenue 502, Pyrgos 4520 Limassol Cyprus",1,St Raphael Resort Limassol
استراليا,"قنصلية لبنان العامة في استراليا, سيدني",معهد العائلة المقدسة,"23-25 Alice Street, Harris Park NSW 2150",50,معهد العائلة المقدسة - غرفة رقم 7
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",Honorary Consulate of Lebanon in Seattle,"17617 NE 65th Street, Redmond, WA 98052",50,Honorary Consulate of Lebanon in Seattle
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",44,Centre Melkite de Montréal - غرفة رقم 9
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, لوس انجلس",Honorary Consulate of Lebanon in San Francisco,"262 Michelle Court South, San Francisco CA 94080",39,Honorary Consulate of Lebanon in San Francisco - غرفة رقم 2
الولايات المتحدة الأميركية,"سفارة لبنان لدى الولايات المتحدة الأميركية, واشنطن",Lebanese Honorary Consulate - Tampa,"Honorary Consulate  of Lebanon - 7042 Benjamin Rd, Tampa, FL 33634",12,Lebanese Honorary Consulate - Tampa - غرفة رقم 2
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Elias Cathedral,"700 Ridgewood Av., Ottawa, ON, K1V 6N1",32,St. Elias Cathedral - غرفة رقم 3
كندا,"سفارة لبنان لدى كندا, اوتاوا",Cedar Event Center (Our Lady of Lebanon Church),"111 Clayton Park Dr., Halifax, NS, B3M 1M3",15,Cedar Event Center (Our Lady of Lebanon Church) - غرفة رقم 2
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",47,Centre Melkite de Montréal - غرفة رقم 12
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",53,Centre Melkite de Montréal - غرفة رقم 18
الولايات المتحدة الأميركية,"قنصلية لبنان العامة في الولايات المتحدة الأميركية, نيويورك",Lebanon-American Club,"22 West Street, Danbury CT 06810",51,Lebanon-American Club
كندا,"سفارة لبنان لدى كندا, اوتاوا",St. Elias Cathedral,"700 Ridgewood Av., Ottawa, ON, K1V 6N1",31,St. Elias Cathedral - غرفة رقم 2
دولة الإمارات العربية المتحدة,"قنصلية لبنان العامة في دولة الإمارات العربية المتحدة, دبي",مركز انتخابي 1 - قنصلية لبنان العامة في دبي,مبنى القنصلية العامة في دبي- بر دبي - ام هرير 1 شارع رقم 3,28,مركز انتخابي 1 - قنصلية لبنان العامة في دبي - غرفة رقم 13
كندا,"قنصلية لبنان لدى كندا, مونتريال",Centre Melkite de Montréal,"10025, Boul. de l'Acadie,  Montréal, Québec, H4N 2S1",41,Centre Melkite de Montréal - غرفة رقم 6
جمهورية كوت ديفوار,"سفارة لبنان لدى جمهورية كوت ديفوار, ابيدجان",المدرسة اللبنانية في كوت ديفوار,Rue du Docteur Calmette - Zone 4- Abidjan - مبنى المدرسة اللبنانية في كوت ديفوار,13,المدرسة اللبنانية في كوت ديفوار - غرفة رقم 3
